symbol,start_date,end_date,years,trades,strategy_return,buy_hold_return,excess_return,cagr,sharpe,win_rate,avg_win,avg_loss
IWM,2020-12-14,2026-04-23,5.3552361396303905,30,0.17464771318196282,0.5453442900158562,-0.37069657683389334,0.0305144167748983,0.05053074675627313,0.43333333333333335,0.05245266266695804,-0.0277052883001249
QQQ,2020-12-14,2026-04-23,5.3552361396303905,26,0.4775840552072419,1.2146278089639921,-0.7370437537567502,0.07562530804298961,0.05172864657413331,0.4230769230769231,0.08956792306606076,-0.03410264479874754
SPY,2020-12-14,2026-04-23,5.3552361396303905,22,0.6851078947718299,1.0957985605795237,-0.41069066580769387,0.10234846574334311,0.041885952417590286,0.5,0.0685191506003755,-0.01657342650955077
XLC,2020-12-14,2026-04-23,5.3552361396303905,28,0.3624528805029348,0.8567772365150511,-0.49432435601211633,0.059454408279661086,0.018633129438796282,0.35714285714285715,0.09440324923897238,-0.031140027727180084
XLE,2020-12-14,2026-04-23,5.3552361396303905,36,0.10894148659150105,2.538738342178818,-2.429796855587317,0.019496946147477434,-5.771976965374281e-17,0.3055555555555556,0.10980930976888534,-0.03893736007398397
XLF,2020-12-14,2026-04-23,5.3552361396303905,30,0.4626055559533835,1.028829149990169,-0.5662235940367855,0.07358076610656683,0.010842404038458712,0.4666666666666667,0.06002264490624961,-0.02509495275089077
XLI,2020-12-14,2026-04-23,5.3552361396303905,32,0.4100038758612514,1.1594921493074979,-0.7494882734462465,0.06626308724417185,0.010339322833510032,0.28125,0.0981469421893673,-0.020777848204785614
XLK,2020-12-14,2026-04-23,5.3552361396303905,27,0.5863692014955353,1.6071983849003448,-1.0208291834048095,0.08998900296145806,0.06486684385198983,0.4444444444444444,0.09668173442150015,-0.039152172665127695
XLP,2020-12-14,2026-04-23,5.3552361396303905,28,0.22474355171204374,0.4395836559447622,-0.21484010423271843,0.03858237562619382,1.0474592090484698e-17,0.4642857142857143,0.03745691988358326,-0.017761488818627883
XLRE,2020-12-14,2026-04-23,5.3552361396303905,29,0.3431137087557645,0.4729241535800326,-0.12981044482426807,0.05662991123330352,0.027397210814245166,0.4827586206896552,0.05047930549882972,-0.024104831928190674
XLU,2020-12-14,2026-04-23,5.3552361396303905,36,0.11870249433691304,0.7604850761790991,-0.6417825818421861,0.02116666884761731,-4.530299541770109e-17,0.3333333333333333,0.059820751339552,-0.023772573367190696
XLV,2020-12-14,2026-04-23,5.3552361396303905,27,0.39424973219940807,0.44088895651001236,-0.0466392243106043,0.06402826851110399,-1.8776179208188124e-17,0.5185185185185185,0.04112170629363807,-0.0170073448282738
XLY,2020-12-14,2026-04-23,5.3552361396303905,24,0.7390694537016707,0.5722157496063455,0.16685370409532518,0.10885595121078029,0.028358502036955956,0.5,0.07823326740428117,-0.02693072456355404
